kpid,image__id,image_name,date_time,depth,label,code,x,y,latitude,longitude,altitude,pitch,roll,salinity,temperature,yaw
918714,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.539899636,0.384665707,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918713,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.101889206,0.039055345,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918712,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.880793073,0.934384404,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918711,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.988536849,0.80334947,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918710,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.327462363,0.414627764,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918709,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.235068385,0.729098522,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918708,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.656745056,0.995682324,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918707,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.072862344,0.566400628,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918706,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.442536653,0.441384273,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918705,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.969841582,0.636988094,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918704,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.071829184,0.854965328,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918703,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.196152711,0.706921366,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918702,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.179179376,0.06620437,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918701,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.954540982,0.909263378,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918700,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.099773689,0.064503467,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918699,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,39,MA,0.519826823,0.556783985,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918698,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,252,SC,0.095690249,0.627698548,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918697,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,2,BIOTA,0.2627669,0.337760042,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918696,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,2,BIOTA,0.505854571,0.620698679,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918695,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,2,BIOTA,0.763947653,0.862946487,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918694,2721693,PR_20081008_020807_638_LC16,2008-10-08 02:08:07.638199+00:00,34.79077389,2,BIOTA,0.936878874,0.842273976,-43.08447805,147.9760948,1.783,,,35.15563208,11.97637736,
918508,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,45,MALCB,0.580881629,0.32604998,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918507,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,45,MALCB,0.619305323,0.841554363,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918506,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,45,MALCB,0.161615665,0.811657726,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918505,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,39,MA,0.878529962,0.761153997,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918504,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,39,MA,0.792974515,0.44073008,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918503,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,39,MA,0.908983568,0.266191286,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918502,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,39,MA,0.673324806,0.943870208,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918501,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,39,MA,0.984256617,0.779013476,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918500,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,39,MA,0.247663092,0.300994374,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918499,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,39,MA,0.714208403,0.717519299,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918498,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,39,MA,0.019187248,0.961860526,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918497,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,2,BIOTA,0.319246286,0.849862619,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918496,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,2,BIOTA,0.651185674,0.686575952,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918495,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,2,BIOTA,0.864065729,0.524008897,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918494,2721101,PR_20081008_020627_627_LC16,2008-10-08 02:06:27.627488+00:00,34.11306334,2,BIOTA,0.175981502,0.279733089,-43.08413983,147.9759503,2.738,,,35.16323711,11.97462887,
918943,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,47,MALAR,0.835327579,0.092773438,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918942,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,47,MALAR,0.920949392,0.346354167,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918941,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,47,MALAR,0.88725971,0.117057292,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918940,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,166,BRYS,0.268389565,0.482747396,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918939,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,166,BRYS,0.213564143,0.428450521,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918938,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,166,BRYS,0.24661632,0.521158854,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918937,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,166,BRYS,0.186200471,0.706054688,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918936,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,166,BRYS,0.229354649,0.734309896,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918935,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,166,BRYS,0.234650843,0.471940104,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918934,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,166,BRYS,0.259807768,0.358789063,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918933,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.63809337,0.045703125,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918932,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.126814437,0.668033854,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918931,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.314486073,0.953841146,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918930,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.017604943,0.647591146,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918929,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.950617889,0.334114583,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918928,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.242153786,0.336197917,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918927,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.726167124,0.749348958,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918926,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.060857199,0.655143229,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918925,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.107934484,0.359375,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918924,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.167320518,0.282486979,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918923,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.002010592,0.200390625,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918922,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.224990192,0.975651042,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918921,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.01054335,0.712825521,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918920,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.79604747,0.533463542,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918919,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.104845037,0.918815104,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918918,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.046488819,0.429296875,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918917,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.028148293,0.422460938,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918916,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.26054335,0.956054688,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918915,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.038250294,0.224023438,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918914,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.068213025,0.060611979,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918913,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.653442526,0.737044271,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918912,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.412220479,0.816927083,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918911,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.770645351,0.606510417,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918910,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.863770106,0.526171875,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918909,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,45,MALCB,0.364603766,0.122851563,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918908,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.830619851,0.415299479,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918907,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.862298941,0.436588542,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918906,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.923303256,0.640299479,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918905,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.856708513,0.346158854,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918904,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.808160063,0.381380208,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918903,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.933405257,0.488411458,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918902,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.570272656,0.132291667,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918901,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.384268341,0.558398438,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918900,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.952236171,0.964648438,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918899,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,67,MAENR,0.60513927,0.926432292,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918898,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,39,MA,0.768830914,0.792382813,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918897,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,2,BIOTA,0.897410749,0.087239583,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918896,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,2,BIOTA,0.701108278,0.839973958,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918895,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,2,BIOTA,0.370439388,0.661132813,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918894,2722312,PR_20081008_020947_651_LC16,2008-10-08 02:09:47.651752+00:00,32.38072991,241,SUS,0.894958807,0.465364583,-43.08478937,147.976267,2.377,,,35.14880247,11.98453086,
918343,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.566269802,0.433599372,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918342,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.057610942,0.24702342,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918341,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.495276985,0.801190632,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918340,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.669339762,0.361245584,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918339,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.289087868,0.353591522,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918338,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.243235265,0.494635614,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918337,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.920840303,0.647455188,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918336,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.842516973,0.355488682,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918335,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.438994391,0.851432684,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918334,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.383006986,0.027214445,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918333,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.078077339,0.082101269,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918332,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.01352947,0.076213529,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918331,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.661910853,0.133193772,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918330,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.080734035,0.154324218,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918329,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.465856538,0.778817218,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918328,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.618026173,0.499084129,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918327,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.747072715,0.451785948,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918326,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.599429302,0.376553709,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918325,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.919561153,0.368245453,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918324,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.493063072,0.122268743,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918323,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.325789629,0.080465786,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918322,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.792925317,0.052139212,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918321,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.134359933,0.572746304,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918320,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.133031585,0.045728117,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
918319,2720476,PR_20081008_020447_609_LC16,2008-10-08 02:04:47.609007+00:00,35.43267384,45,MALCB,0.755141198,0.163679184,-43.08380229,147.9758353,2.12,,,35.15241237,11.98287629,
