kpid,image__id,image_name,date_time,campaign,deployment,depth,label,code,x,y,latitude,longitude,altitude,pitch,roll,salinity,temperature,yaw
920080,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.24653153596379,0.730930262985739,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920079,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.986716520712388,0.81983514326835,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920078,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.515694184787956,0.220266910898862,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920077,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.738413854176916,0.894020672510794,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920076,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.247171110892453,0.086615203454141,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920075,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.0492472695070353,0.771948187884339,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920074,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.569270884581324,0.976579877011645,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920073,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.915625307487946,0.539055344759911,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920072,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.661418872380203,0.403375637838545,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920071,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.302223752828889,0.72419207117624,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920070,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.319197087474171,0.787256312966113,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920069,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.920741906917249,0.595970168781892,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920068,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.798583095542655,0.183370404291509,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920067,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.409180360129883,0.822909852152296,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920066,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.844534094263505,0.631427449954206,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920065,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.283380891469054,0.571634175062148,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920064,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.581816392797402,0.830105979327489,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920063,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.210075765030011,0.502420515504383,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920062,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.20594312702942,0.446552400889703,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920061,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.667913017809702,0.477757425094858,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920060,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.727491882318213,0.0932879759256836,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920059,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.499606415428515,0.730276069606176,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920058,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.884236937912034,0.164660473636007,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920057,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.618419757945489,0.621156613895067,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920056,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.861704221194529,0.752518644511318,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920055,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.774525238610646,0.822779013476384,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920054,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.245055593820722,0.297461729687296,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920053,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.0536750959362393,0.515438963757687,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920052,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.876414444553773,0.494635614287583,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920051,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.796024795828004,0.291704827947141,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920050,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.0246482337892355,0.205547559858694,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920049,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.29036701761291,0.0760172707052205,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920048,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.921676670274525,0.17839853460683,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920047,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.978746433139821,0.520999607483972,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920046,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.419069172488438,0.475860264294125,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920045,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.460739938994391,0.665903441057176,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
920044,2725454,PR_20081007_023943_011_LC16,2008-10-07 02:39:43.011093+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,37.5585631814301,241,SUS,0.929056380989865,0.569540756247547,-43.0617032195,147.96623485,2.0,,,35.1480476190476,12.0170476190476,
919893,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.927334448489619,0.157922281826508,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919892,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.202548460100364,0.186837629203192,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919891,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.907360031486766,0.288106764359545,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919890,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.0852602577978943,0.192463692267434,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919889,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.316786381973827,0.236163810022243,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919888,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.380743874840106,0.75618212743687,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919887,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.0534783036504969,0.251668193117886,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919886,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.526812948932402,0.760172707052205,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919885,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.0193348420741907,0.667408085830171,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919884,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.485732559283676,0.213855815779144,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919883,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.76207812653744,0.741789873086484,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919882,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.760110203680016,0.786013345544943,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919881,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.810833415330119,0.767761350255135,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919880,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.846452819049493,0.0405599895329059,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919879,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.580881629440126,0.727528457412011,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919878,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.149365344878481,0.397618736098391,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919877,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.851274230050182,0.540756247546775,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919876,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.576011020368002,0.529569540756248,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919875,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.207074682672439,0.622726678006019,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919874,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.593623929941946,0.138950673819181,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919873,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.804880448686412,0.328928431244276,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919872,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.117484994588212,0.0327750883161062,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919871,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.918134409131162,0.599044877665838,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919870,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.273738069467677,0.497252387805835,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919869,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.612417593230345,0.244733743294518,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919868,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.682721637311817,0.139539447860788,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919867,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.286529568040933,0.710519429543373,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919866,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.77728033061104,0.150268219285621,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919865,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.709829774672833,0.990906712024074,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919864,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.41513332677359,0.381983514326835,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919863,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.30355210075765,0.124165903441057,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919862,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.689412575027059,0.767630511579223,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919861,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.493505854570501,0.0496532775088316,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919860,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.526714552789531,0.125343451524271,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919859,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.959313194922759,0.0758864320293079,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919858,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.184246777526321,0.383684417113699,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919857,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.461674702351668,0.782546120633259,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919856,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.536849355505264,0.0735313358628811,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919855,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.709928170815704,0.94766452963496,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919854,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.0795532815113648,0.576278948057046,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919853,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.0562825937223261,0.380348030877928,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919852,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.39087867755584,0.0090932879759256,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919851,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.111925612515989,0.0778490121679969,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919850,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.477024500639575,0.937262854899908,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919849,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.564154285152022,0.239173099568232,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919848,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.797254747613894,0.187033887217061,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919847,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.724195611532028,0.660342797330891,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919846,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.357571583193939,0.525709799816826,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919845,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.961969890780281,0.989663744602905,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
919844,2725059,PR_20081007_023803_001_LC16,2008-10-07 02:38:03.001737+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,38.0918010625009,241,SUS,0.695168749385024,0.869815517466963,-43.0616985603,147.966794788,2.02,,,35.1525882352941,12.0152941176471,
920293,2725870,PR_20081007_024123_030_LC16,2008-10-07 02:41:23.030468+00:00,Tasmania 2008,r20081006_231255_waterfall_05_transect,36.7020173040453,241,SUS,0.0096428220013775,0.369226743425357,-43.0617057471,147.965673509,1.96,,,35.147,12.0196567164179,
